,len
2919,1231
2920,1231
2921,1231
2922,1231
2923,1231
2924,1231
2925,1231
2926,1231
2927,1231
2928,1231
2929,1231
2930,1231
2931,1231
2932,1231
2933,1231
2934,1232
2935,1233
2936,1234
2937,1234
2938,1234
2939,1235
2940,1236
2941,1237
2942,1238
2943,1239
2944,1240
2945,1241
2946,1242
2947,1243
2948,1243
2949,1243
2950,1243
2951,1243
2952,1243
2953,1243
2954,1243
2955,1243
2956,1243
2957,1244
2958,1245
2959,1246
2960,1247
2961,1248
2962,1249
2963,1250
2964,1251
2965,1252
2966,1252
2967,1253
2968,1254
2969,1255
2970,1256
2971,1257
2972,1258
2973,1259
2974,1260
2975,1260
2976,1260
2977,1260
2978,1260
2979,1260
2980,1260
2981,1261
2982,1261
2983,1262
2984,1262
2985,1263
2986,1264
2987,1265
2988,1266
2989,1267
2990,1268
2991,1269
2992,1269
2993,1269
2994,1269
2995,1269
2996,1269
2997,1270
2998,1271
2999,1272
3000,1273
3001,1273
3002,1273
3003,1273
3004,1274
3005,1275
3006,1276
3007,1277
3008,1278
3009,1279
3010,1280
3011,1281
3012,1282
3013,1282
3014,1283
3015,1284
3016,1284
3017,1284
3018,1284
3019,1284
3020,1284
3021,1284
3022,1284
3023,1284
3024,1284
3025,1284
3026,1284
3027,1284
3028,1284
3029,1285
3030,1286
3031,1286
3032,1286
3033,1286
3034,1286
3035,1286
3036,1286
3037,1286
3038,1286
3039,1286
3040,1286
3041,1286
3042,1287
3043,1287
3044,1287
3045,1287
3046,1287
3047,1287
3048,1287
3049,1287
3050,1288
3051,1289
3052,1290
3053,1290
3054,1290
3055,1290
3056,1290
3057,1290
3058,1291
3059,1292
3060,1292
3061,1293
3062,1294
3063,1295
3064,1295
3065,1295
3066,1295
3067,1295
3068,1295
3069,1295
3070,1296
3071,1297
3072,1298
3073,1299
3074,1300
3075,1300
3076,1301
3077,1301
3078,1302
3079,1302
3080,1303
3081,1304
3082,1305
3083,1305
3084,1306
3085,1307
3086,1308
3087,1309
3088,1310
3089,1311
3090,1312
3091,1313
3092,1313
3093,1314
3094,1314
3095,1315
3096,1316
3097,1316
3098,1316
3099,1316
3100,1316
3101,1316
3102,1316
3103,1316
3104,1317
3105,1318
3106,1319
3107,1319
3108,1320
3109,1321
3110,1322
3111,1323
3112,1324
3113,1325
3114,1326
3115,1327
3116,1327
3117,1327
3118,1327
3119,1327
3120,1327
3121,1328
3122,1329
3123,1330
3124,1331
3125,1332
3126,1333
3127,1334
3128,1335
3129,1335
3130,1336
3131,1337
3132,1337
3133,1338
3134,1339
3135,1340
3136,1341
3137,1342
3138,1343
3139,1343
3140,1344
3141,1345
3142,1345
3143,1346
3144,1347
3145,1347
3146,1348
3147,1349
3148,1350
3149,1351
3150,1352
3151,1352
3152,1352
3153,1352
3154,1352
3155,1352
3156,1352
3157,1352
3158,1352
3159,1352
3160,1352
3161,1352
3162,1352
3163,1353
3164,1353
3165,1354
3166,1355
3167,1356
3168,1356
3169,1356
3170,1357
3171,1358
3172,1358
3173,1359
3174,1360
3175,1361
3176,1362
3177,1363
3178,1363
3179,1363
3180,1363
3181,1363
3182,1364
3183,1365
3184,1365
3185,1365
3186,1365
3187,1365
3188,1365
3189,1366
3190,1367
3191,1368
3192,1368
3193,1368
3194,1369
3195,1370
3196,1371
3197,1372
3198,1373
3199,1374
3200,1374
3201,1375
3202,1375
3203,1376
3204,1377
3205,1377
3206,1378
3207,1379
3208,1380
3209,1380
3210,1381
3211,1381
3212,1382
3213,1383
3214,1383
3215,1384
3216,1385
3217,1386
3218,1387
3219,1388
3220,1389
3221,1390
3222,1391
3223,1391
3224,1391
3225,1391
3226,1391
3227,1391
3228,1391
3229,1391
3230,1391
3231,1391
3232,1391
3233,1391
3234,1391
3235,1391
3236,1391
3237,1391
3238,1392
3239,1393
3240,1394
3241,1395
3242,1396
3243,1397
3244,1398
3245,1398
3246,1399
3247,1400
3248,1401
3249,1402
3250,1403
3251,1404
3252,1405
3253,1406
3254,1406
3255,1407
3256,1408
3257,1409
3258,1410
3259,1411
3260,1411
3261,1412
3262,1413
3263,1414
3264,1414
3265,1415
3266,1416
3267,1417
3268,1418
3269,1419
3270,1419
3271,1419
3272,1419
3273,1419
3274,1419
3275,1419
3276,1420
3277,1421
3278,1422
3279,1423
3280,1423
3281,1423
3282,1423
3283,1423
3284,1423
3285,1424
3286,1425
3287,1425
3288,1425
3289,1425
3290,1425
3291,1425
3292,1425
3293,1425
3294,1425
3295,1425
3296,1425
3297,1425
3298,1426
3299,1427
3300,1428
3301,1429
3302,1429
3303,1430
3304,1430
3305,1431
3306,1432
3307,1433
3308,1433
3309,1434
3310,1434
3311,1435
3312,1436
3313,1436
3314,1436
3315,1437
3316,1438
3317,1439
3318,1439
3319,1440
3320,1440
3321,1441
3322,1442
3323,1442
3324,1442
3325,1442
3326,1442
3327,1442
3328,1443
3329,1444
3330,1445
3331,1445
3332,1446
3333,1446
3334,1447
3335,1448
3336,1449
3337,1450
3338,1451
3339,1452
3340,1452
3341,1453
3342,1454
3343,1455
3344,1456
3345,1457
3346,1458
3347,1459
3348,1460
3349,1461
3350,1461
3351,1461
3352,1461
3353,1461
3354,1462
3355,1463
3356,1464
3357,1465
3358,1466
3359,1467
3360,1468
3361,1468
3362,1468
3363,1468
3364,1468
3365,1468
3366,1468
3367,1468
3368,1468
3369,1468
3370,1468
3371,1468
3372,1468
3373,1468
3374,1468
3375,1468
3376,1468
3377,1468
3378,1468
3379,1469
3380,1469
3381,1470
3382,1471
3383,1472
3384,1473
3385,1474
3386,1474
3387,1474
3388,1474
3389,1474
3390,1474
3391,1474
3392,1475
3393,1475
3394,1476
3395,1477
3396,1478
3397,1479
3398,1480
3399,1481
3400,1481
3401,1482
3402,1482
3403,1482
3404,1482
3405,1482
3406,1483
3407,1484
3408,1484
3409,1484
3410,1484
3411,1484
3412,1484
3413,1484
3414,1485
3415,1485
3416,1486
3417,1487
3418,1488
3419,1488
3420,1488
3421,1488
3422,1488
3423,1489
3424,1490
3425,1491
3426,1491
3427,1492
3428,1493
3429,1493
3430,1494
3431,1495
3432,1495
3433,1496
3434,1497
3435,1497
3436,1497
3437,1497
3438,1497
3439,1497
3440,1498
3441,1499
3442,1500
3443,1501
3444,1501
3445,1501
3446,1501
3447,1502
3448,1503
3449,1504
3450,1505
3451,1506
3452,1507
3453,1508
3454,1509
3455,1510
3456,1510
3457,1510
3458,1510
3459,1510
3460,1511
3461,1512
3462,1513
3463,1514
3464,1515
3465,1516
3466,1517
3467,1517
3468,1518
3469,1518
3470,1519
3471,1520
3472,1521
3473,1522
3474,1523
3475,1524
3476,1525
3477,1525
3478,1525
3479,1525
3480,1525
3481,1526
3482,1526
3483,1527
3484,1528
3485,1529
3486,1530
3487,1531
3488,1531
3489,1532
3490,1533
3491,1533
3492,1534
3493,1535
3494,1536
3495,1537
3496,1537
3497,1538
3498,1539
3499,1540
3500,1540
3501,1541
3502,1542
3503,1543
3504,1544
3505,1545
3506,1545
3507,1545
3508,1545
3509,1545
3510,1545
3511,1545
3512,1546
3513,1547
3514,1548
3515,1549
3516,1549
3517,1549
3518,1550
3519,1550
3520,1551
3521,1552
3522,1552
3523,1552
3524,1552
3525,1553
3526,1554
3527,1555
3528,1556
3529,1557
3530,1558
3531,1559
3532,1560
3533,1560
3534,1561
3535,1562
3536,1563
3537,1564
3538,1564
3539,1565
3540,1566
3541,1567
3542,1568
3543,1569
3544,1570
3545,1571
3546,1572
3547,1572
3548,1573
3549,1573
3550,1573
3551,1573
3552,1573
3553,1573
3554,1573
3555,1573
3556,1573
3557,1573
3558,1573
3559,1573
3560,1573
3561,1573
3562,1573
3563,1573
3564,1573
3565,1573
3566,1573
3567,1573
3568,1573
3569,1573
3570,1573
3571,1573
3572,1573
3573,1574
3574,1574
3575,1574
3576,1574
3577,1575
3578,1575
3579,1576
3580,1577
3581,1578
3582,1578
3583,1578
3584,1579
3585,1580
3586,1581
3587,1582
3588,1583
3589,1584
3590,1584
3591,1585
3592,1586
3593,1587
3594,1587
3595,1588
3596,1589
3597,1590
3598,1591
3599,1591
3600,1591
3601,1591
3602,1591
3603,1591
3604,1591
3605,1591
3606,1591
3607,1591
3608,1591
3609,1591
3610,1591
3611,1591
3612,1591
3613,1591
3614,1591
3615,1591
3616,1591
3617,1592
3618,1592
3619,1593
3620,1594
3621,1595
3622,1596
3623,1597
3624,1598
3625,1599
3626,1600
3627,1600
3628,1601
3629,1602
3630,1602
3631,1603
3632,1603
3633,1603
3634,1603
3635,1603
3636,1604
3637,1605
3638,1606
3639,1607
3640,1608
3641,1609
3642,1609
3643,1610
3644,1611
3645,1612
3646,1613
3647,1614
3648,1615
3649,1616
3650,1617
3651,1617
3652,1617
3653,1617
3654,1617
3655,1617
3656,1617
3657,1617
3658,1617
3659,1617
3660,1617
3661,1618
3662,1619
3663,1619
3664,1619
3665,1619
3666,1620
3667,1621
3668,1622
3669,1623
3670,1623
3671,1624
3672,1625
3673,1625
3674,1625
3675,1625
3676,1625
3677,1625
3678,1625
3679,1625
3680,1625
3681,1625
3682,1625
3683,1625
3684,1625
3685,1625
3686,1625
3687,1626
3688,1627
3689,1627
3690,1627
3691,1627
3692,1627
3693,1628
3694,1629
3695,1630
3696,1630
3697,1631
3698,1632
3699,1633
3700,1634
3701,1635
3702,1635
3703,1635
3704,1635
3705,1635
3706,1635
3707,1635
3708,1635
3709,1635
3710,1635
3711,1635
3712,1636
3713,1636
3714,1637
3715,1638
3716,1639
3717,1639
3718,1640
3719,1640
3720,1641
3721,1641
3722,1642
3723,1643
3724,1643
3725,1643
3726,1643
3727,1644
3728,1644
3729,1645
3730,1645
3731,1646
3732,1647
3733,1648
3734,1648
3735,1649
3736,1650
3737,1650
3738,1651
3739,1652
3740,1652
3741,1652
3742,1652
3743,1652
3744,1652
3745,1652
3746,1652
3747,1652
3748,1652
3749,1653
3750,1653
3751,1653
3752,1653
3753,1653
3754,1653
3755,1653
3756,1653
3757,1653
3758,1653
3759,1653
3760,1653
3761,1653
3762,1653
3763,1653
3764,1653
3765,1653
3766,1653
3767,1653
3768,1653
3769,1653
3770,1653
3771,1653
3772,1653
3773,1653
3774,1653
3775,1653
3776,1653
3777,1653
3778,1653
3779,1653
3780,1653
3781,1653
3782,1654
3783,1654
3784,1654
3785,1655
3786,1656
3787,1656
3788,1656
3789,1657
3790,1657
3791,1658
3792,1659
3793,1660
3794,1661
3795,1661
3796,1661
3797,1661
3798,1661
3799,1661
3800,1662
3801,1663
3802,1664
3803,1665
3804,1665
3805,1666
3806,1667
3807,1668
3808,1668
3809,1669
3810,1669
3811,1670
3812,1671
3813,1672
3814,1673
3815,1674
3816,1675
3817,1676
3818,1677
3819,1677
3820,1678
3821,1679
3822,1680
3823,1681
3824,1682
3825,1683
3826,1684
3827,1685
3828,1686
3829,1687
3830,1687
3831,1688
3832,1689
3833,1690
3834,1691
3835,1692
3836,1693
3837,1694
3838,1695
3839,1695
3840,1696
3841,1697
3842,1698
3843,1699
3844,1700
3845,1701
3846,1702
3847,1703
3848,1704
3849,1705
3850,1705
3851,1705
3852,1705
3853,1705
3854,1705
3855,1705
3856,1705
3857,1706
3858,1707
3859,1708
3860,1709
3861,1709
3862,1709
3863,1709
3864,1709
3865,1709
3866,1709
3867,1710
3868,1710
3869,1710
3870,1710
3871,1710
3872,1710
3873,1710
3874,1710
3875,1710
3876,1710
3877,1710
3878,1710
3879,1710
3880,1711
3881,1712
3882,1713
3883,1713
3884,1713
3885,1713
3886,1713
3887,1713
3888,1713
3889,1713
3890,1713
3891,1713
3892,1713
3893,1713
3894,1713
3895,1714
3896,1715
3897,1716
3898,1717
3899,1718
3900,1719
3901,1720
3902,1721
3903,1722
3904,1722
3905,1722
3906,1723
3907,1724
3908,1725
3909,1726
3910,1727
3911,1728
3912,1729
3913,1730
3914,1730
3915,1730
3916,1731
3917,1732
3918,1733
3919,1733
3920,1734
3921,1735
3922,1736
3923,1737
3924,1738
3925,1739
3926,1739
3927,1739
3928,1740
3929,1741
3930,1741
3931,1741
3932,1742
3933,1743
3934,1743
3935,1743
3936,1744
3937,1745
3938,1745
3939,1746
3940,1746
3941,1746
3942,1747
3943,1748
3944,1749
3945,1750
3946,1750
3947,1750
3948,1750
3949,1750
3950,1750
3951,1750
3952,1751
3953,1752
3954,1752
3955,1753
3956,1753
3957,1754
3958,1755
3959,1755
3960,1755
3961,1755
3962,1755
3963,1755
3964,1755
3965,1755
3966,1755
3967,1755
3968,1755
3969,1755
3970,1755
3971,1755
3972,1755
3973,1755
3974,1755
3975,1755
3976,1755
3977,1755
3978,1755
3979,1755
3980,1755
3981,1755
3982,1755
3983,1755
3984,1755
3985,1755
3986,1755
3987,1756
3988,1756
3989,1756
3990,1757
3991,1758
3992,1759
3993,1760
3994,1761
3995,1762
3996,1762
3997,1763
3998,1764
3999,1765
4000,1766
4001,1766
4002,1767
4003,1768
4004,1769
4005,1770
4006,1770
4007,1771
4008,1771
4009,1771
4010,1771
4011,1772
4012,1773
4013,1773
4014,1773
4015,1773
4016,1774
4017,1775
4018,1776
4019,1777
4020,1778
4021,1778
4022,1779
4023,1779
4024,1779
4025,1779
4026,1779
4027,1779
4028,1779
4029,1779
4030,1779
4031,1779
4032,1779
4033,1779
4034,1779
4035,1779
4036,1779
4037,1779
4038,1779
4039,1779
4040,1780
4041,1781
4042,1782
4043,1782
4044,1783
4045,1784
4046,1785
4047,1786
4048,1787
4049,1788
4050,1789
4051,1789
4052,1789
4053,1789
4054,1789
4055,1789
4056,1789
4057,1789
4058,1789
4059,1790
4060,1790
4061,1790
4062,1790
4063,1790
4064,1790
4065,1790
4066,1790
4067,1790
4068,1790
4069,1790
4070,1791
4071,1792
4072,1792
4073,1793
4074,1794
4075,1795
4076,1796
4077,1796
4078,1796
4079,1796
4080,1796
4081,1796
4082,1796
4083,1796
4084,1797
4085,1797
4086,1798
4087,1798
4088,1799
4089,1800
4090,1801
4091,1801
4092,1802
4093,1803
4094,1804
4095,1805
4096,1806
4097,1807
4098,1808
4099,1808
4100,1808
4101,1809
4102,1810
4103,1811
4104,1812
4105,1813
4106,1814
4107,1815
4108,1816
4109,1816
4110,1817
4111,1818
4112,1819
4113,1820
4114,1821
4115,1822
4116,1823
4117,1824
4118,1824
4119,1825
4120,1825
4121,1826
4122,1827
4123,1827
4124,1828
4125,1829
4126,1830
4127,1831
4128,1832
4129,1833
4130,1833
4131,1834
4132,1835
4133,1835
4134,1835
4135,1835
4136,1835
4137,1835
4138,1835
4139,1835
4140,1835
4141,1835
4142,1835
4143,1835
4144,1835
4145,1835
4146,1835
4147,1836
4148,1837
4149,1838
4150,1839
4151,1840
4152,1841
4153,1841
4154,1841
4155,1841
4156,1841
4157,1841
4158,1841
4159,1841
4160,1841
4161,1841
4162,1841
4163,1841
4164,1841
4165,1841
4166,1841
4167,1841
4168,1841
4169,1841
4170,1841
4171,1841
4172,1841
4173,1842
4174,1843
4175,1843
4176,1844
4177,1845
4178,1846
4179,1847
4180,1848
4181,1848
4182,1849
4183,1849
4184,1849
4185,1850
4186,1851
4187,1851
4188,1851
4189,1851
4190,1852
4191,1853
4192,1854
4193,1855
4194,1855
4195,1855
4196,1855
4197,1855
4198,1856
4199,1856
4200,1856
4201,1856
4202,1856
4203,1856
4204,1856
4205,1856
4206,1856
4207,1856
4208,1856
4209,1856
4210,1856
4211,1857
4212,1857
4213,1857
4214,1857
4215,1857
4216,1858
4217,1858
4218,1859
4219,1860
4220,1860
4221,1860
4222,1861
4223,1861
4224,1862
4225,1862
4226,1862
4227,1862
4228,1862
4229,1863
4230,1864
4231,1865
4232,1865
4233,1866
4234,1866
4235,1867
4236,1868
4237,1869
4238,1870
4239,1871
4240,1871
4241,1871
4242,1871
4243,1871
4244,1871
4245,1871
4246,1871
4247,1871
4248,1871
4249,1871
4250,1871
4251,1871
4252,1871
4253,1872
4254,1872
4255,1873
4256,1874
4257,1874
4258,1874
4259,1875
4260,1876
4261,1876
4262,1876
4263,1876
4264,1876
4265,1876
4266,1876
4267,1876
4268,1876
4269,1876
4270,1876
4271,1876
4272,1876
4273,1876
4274,1877
4275,1877
4276,1878
4277,1878
4278,1878
4279,1879
4280,1879
4281,1879
4282,1879
4283,1880
4284,1881
4285,1882
4286,1882
4287,1883
4288,1884
4289,1884
4290,1885
4291,1886
4292,1887
4293,1888
4294,1889
4295,1889
4296,1889
4297,1889
4298,1889
4299,1889
4300,1889
4301,1889
4302,1889
4303,1889
4304,1889
4305,1889
4306,1889
4307,1889
4308,1889
4309,1889
4310,1889
4311,1889
4312,1889
4313,1889
4314,1889
4315,1889
4316,1889
4317,1890
4318,1891
4319,1892
4320,1893
4321,1893
4322,1893
4323,1893
4324,1893
4325,1894
4326,1894
4327,1895
4328,1896
4329,1897
4330,1897
4331,1897
4332,1897
4333,1897
4334,1897
4335,1897
4336,1897
4337,1898
4338,1899
4339,1899
4340,1900
4341,1900
4342,1901
4343,1902
4344,1903
4345,1903
4346,1903
4347,1903
4348,1903
4349,1904
4350,1905
4351,1906
4352,1907
4353,1907
4354,1907
4355,1907
4356,1907
4357,1907
4358,1907
4359,1907
4360,1907
4361,1907
4362,1907
4363,1907
4364,1907
4365,1907
4366,1907
4367,1907
4368,1907
4369,1907
4370,1907
4371,1907
4372,1907
4373,1907
4374,1907
4375,1907
4376,1907
4377,1907
4378,1907
4379,1907
4380,1907
4381,1907
4382,1907
4383,1907
4384,1907
4385,1907
4386,1908
4387,1909
4388,1910
4389,1911
4390,1911
4391,1911
4392,1911
4393,1911
4394,1912
4395,1912
4396,1912
4397,1913
4398,1913
4399,1914
4400,1914
4401,1915
4402,1916
4403,1916
4404,1916
4405,1917
4406,1918
4407,1919
4408,1919
4409,1919
4410,1919
4411,1919
4412,1919
4413,1920
4414,1921
4415,1921
4416,1921
4417,1921
4418,1921
4419,1921
4420,1921
4421,1921
4422,1922
4423,1923
4424,1924
4425,1925
4426,1926
4427,1926
4428,1927
4429,1928
4430,1929
4431,1930
4432,1931
4433,1932
4434,1933
4435,1934
4436,1934
4437,1935
4438,1935
4439,1935
4440,1936
4441,1936
4442,1936
4443,1936
4444,1937
4445,1938
4446,1938
4447,1938
4448,1938
4449,1938
4450,1939
4451,1940
4452,1941
4453,1942
4454,1942
4455,1942
4456,1942
4457,1942
4458,1942
4459,1942
4460,1943
4461,1944
4462,1945
4463,1946
4464,1946
4465,1946
4466,1946
4467,1946
4468,1946
4469,1947
4470,1948
4471,1949
4472,1950
4473,1951
4474,1952
4475,1953
4476,1954
4477,1955
4478,1956
4479,1956
4480,1957
4481,1957
4482,1958
4483,1959
4484,1959
4485,1959
4486,1959
4487,1960
4488,1961
4489,1962
4490,1963
4491,1964
4492,1964
4493,1964
4494,1964
4495,1964
4496,1964
4497,1965
4498,1966
4499,1966
4500,1967
4501,1968
4502,1969
4503,1970
4504,1970
4505,1971
4506,1972
4507,1972
4508,1972
4509,1972
4510,1972
4511,1972
4512,1973
4513,1974
4514,1975
4515,1975
4516,1975
4517,1975
4518,1975
4519,1975
4520,1975
4521,1975
4522,1975
4523,1975
4524,1975
4525,1975
4526,1975
4527,1975
4528,1975
4529,1976
4530,1977
4531,1977
4532,1977
4533,1978
4534,1978
4535,1978
4536,1978
4537,1978
4538,1979
4539,1980
4540,1981
4541,1982
4542,1983
4543,1984
4544,1985
4545,1986
4546,1987
4547,1988
4548,1989
4549,1989
4550,1990
4551,1991
4552,1992
4553,1993
4554,1994
4555,1995
4556,1996
4557,1997
4558,1998
4559,1999
4560,1999
4561,2000
4562,2001
4563,2002
4564,2003
4565,2003
4566,2003
4567,2003
4568,2003
4569,2003
4570,2003
4571,2003
4572,2003
4573,2003
4574,2003
4575,2004
4576,2005
4577,2006
4578,2007
4579,2007
4580,2008
4581,2009
4582,2010
4583,2011
4584,2012
4585,2012
4586,2013
4587,2014
4588,2015
4589,2016
4590,2016
4591,2017
4592,2018
4593,2019
4594,2020
4595,2021
4596,2022
4597,2022
4598,2023
4599,2023
4600,2023
4601,2024
4602,2025
4603,2026
4604,2027
4605,2028
4606,2029
4607,2030
4608,2031
4609,2031
4610,2031
4611,2031
4612,2031
4613,2031
4614,2031
4615,2032
4616,2033
4617,2033
4618,2034
4619,2035
4620,2035
4621,2035
4622,2035
4623,2035
4624,2035
4625,2036
4626,2037
4627,2037
4628,2037
4629,2038
4630,2039
4631,2040
4632,2041
4633,2042
4634,2043
4635,2044
4636,2045
4637,2045
4638,2046
4639,2047
4640,2048
4641,2049
4642,2050
4643,2051
4644,2052
4645,2052
4646,2053
4647,2054
4648,2055
4649,2056
4650,2057
4651,2058
4652,2059
4653,2060
4654,2061
4655,2062
4656,2063
4657,2064
4658,2064
4659,2064
4660,2064
4661,2064
4662,2064
4663,2064
4664,2064
4665,2064
4666,2064
4667,2064
4668,2064
4669,2064
4670,2064
4671,2064
4672,2064
4673,2064
4674,2064
4675,2064
4676,2064
4677,2064
4678,2064
4679,2064
4680,2065
4681,2065
4682,2066
4683,2066
4684,2066
4685,2067
4686,2068
4687,2069
4688,2070
4689,2071
4690,2072
4691,2073
4692,2073
4693,2074
4694,2075
4695,2076
4696,2077
4697,2078
4698,2079
4699,2080
4700,2081
4701,2082
4702,2083
4703,2084
4704,2084
4705,2084
4706,2084
4707,2084
4708,2084
4709,2084
4710,2084
4711,2084
4712,2084
4713,2085
4714,2086
4715,2086
4716,2086
4717,2086
4718,2086
4719,2087
4720,2088
4721,2089
4722,2090
4723,2090
4724,2091
4725,2092
4726,2093
4727,2094
4728,2095
4729,2095
4730,2096
4731,2096
4732,2097
4733,2098
4734,2099
4735,2100
4736,2101
4737,2101
4738,2101
4739,2101
4740,2101
4741,2101
4742,2101
4743,2102
4744,2103
4745,2104
4746,2105
4747,2105
4748,2105
4749,2105
4750,2105
4751,2105
4752,2105
4753,2105
4754,2105
4755,2105
4756,2106
4757,2107
4758,2108
4759,2108
4760,2108
4761,2108
4762,2108
4763,2108
4764,2109
4765,2110
4766,2111
4767,2112
4768,2113
4769,2114
4770,2114
4771,2114
4772,2114
4773,2115
4774,2115
4775,2116
4776,2116
4777,2116
4778,2116
4779,2116
4780,2117
4781,2118
4782,2118
4783,2118
4784,2118
4785,2118
4786,2118
4787,2118
4788,2118
4789,2119
4790,2120
4791,2121
4792,2121
4793,2122
4794,2123
4795,2124
4796,2125
4797,2125
4798,2126
4799,2127
4800,2128
4801,2129
4802,2130
4803,2131
4804,2131
4805,2132
4806,2133
4807,2133
4808,2133
4809,2133
4810,2134
4811,2135
4812,2136
4813,2137
4814,2138
4815,2139
4816,2139
4817,2140
4818,2141
4819,2142
4820,2143
4821,2144
4822,2145
4823,2146
4824,2147
4825,2148
4826,2148
4827,2148
4828,2148
4829,2148
4830,2148
4831,2148
4832,2148
4833,2148
4834,2148
4835,2148
4836,2148
4837,2148
4838,2149
4839,2150
4840,2151
4841,2151
4842,2152
4843,2153
4844,2154
4845,2155
4846,2156
4847,2157
4848,2157
4849,2158
4850,2159
4851,2160
4852,2161
4853,2162
4854,2163
4855,2164
4856,2165
4857,2165
4858,2166
4859,2167
4860,2168
4861,2169
4862,2170
4863,2171
4864,2172
4865,2173
4866,2174
4867,2174
4868,2175
4869,2176
4870,2177
4871,2178
4872,2179
4873,2180
4874,2181
4875,2182
4876,2183
4877,2183
4878,2184
4879,2185
4880,2186
4881,2187
4882,2188
4883,2189
4884,2190
4885,2191
4886,2192
4887,2192
4888,2193
4889,2193
4890,2193
4891,2193
4892,2194
4893,2194
4894,2195
4895,2196
4896,2197
4897,2198
4898,2198
4899,2198
4900,2198
4901,2198
4902,2199
4903,2200
4904,2201
4905,2202
4906,2203
4907,2204
4908,2205
4909,2206
4910,2206
4911,2207
4912,2208
4913,2209
4914,2209
4915,2210
4916,2211
4917,2211
4918,2211
4919,2211
4920,2212
4921,2213
4922,2214
4923,2215
4924,2216
4925,2217
4926,2217
4927,2217
4928,2217
4929,2217
4930,2217
4931,2217
4932,2218
4933,2219
4934,2220
4935,2220
4936,2221
4937,2222
4938,2223
4939,2223
4940,2224
4941,2225
4942,2226
4943,2226
4944,2226
4945,2227
4946,2228
4947,2229
4948,2229
4949,2229
4950,2229
4951,2229
4952,2230
4953,2231
4954,2232
4955,2233
4956,2234
4957,2235
4958,2236
4959,2236
4960,2237
4961,2238
4962,2239
4963,2240
4964,2241
4965,2242
4966,2243
4967,2244
4968,2244
4969,2245
4970,2246
4971,2247
4972,2248
4973,2248
4974,2249
4975,2250
4976,2251
4977,2252
4978,2253
4979,2254
4980,2254
4981,2255
4982,2256
4983,2257
4984,2258
4985,2259
4986,2259
4987,2260
4988,2261
4989,2262
4990,2263
4991,2264
4992,2265
4993,2266
4994,2266
4995,2267
4996,2268
4997,2269
4998,2270
4999,2271
5000,2272
5001,2272
5002,2272
5003,2272
5004,2272
5005,2272
5006,2273
5007,2274
5008,2275
5009,2276
5010,2277
5011,2277
5012,2278
5013,2279
5014,2280
5015,2281
5016,2282
5017,2283
5018,2284
5019,2284
5020,2284
5021,2284
5022,2285
5023,2286
5024,2287
5025,2288
5026,2289
5027,2290
5028,2290
5029,2291
5030,2291
5031,2291
5032,2292
5033,2293
5034,2294
5035,2295
5036,2296
5037,2297
5038,2297
5039,2298
5040,2298
5041,2299
5042,2300
5043,2301
5044,2302
5045,2303
5046,2304
5047,2305
5048,2305
5049,2306
5050,2307
5051,2308
5052,2309
5053,2310
5054,2311
5055,2312
5056,2313
5057,2314
5058,2314
5059,2315
5060,2316
5061,2317
5062,2317
5063,2317
5064,2317
5065,2317
5066,2318
5067,2319
5068,2320
5069,2321
5070,2322
5071,2323
5072,2324
5073,2325
5074,2325
5075,2326
5076,2327
5077,2328
5078,2329
5079,2330
5080,2331
5081,2332
5082,2333
5083,2334
5084,2335
5085,2336
5086,2336
5087,2337
5088,2338
5089,2339
5090,2340
5091,2340
5092,2341
5093,2342
5094,2342
5095,2342
5096,2343
5097,2344
5098,2345
5099,2346
5100,2347
5101,2348
5102,2349
5103,2350
5104,2351
5105,2352
5106,2353
5107,2353
5108,2353
5109,2353
5110,2353
5111,2353
5112,2353
5113,2353
5114,2353
5115,2353
5116,2353
5117,2353
5118,2353
5119,2353
5120,2353
5121,2353
5122,2353
5123,2353
5124,2353
5125,2353
5126,2353
5127,2354
5128,2354
5129,2354
5130,2354
5131,2354
5132,2354
5133,2354
5134,2354
5135,2354
5136,2354
5137,2354
5138,2354
5139,2354
5140,2354
5141,2354
5142,2354
5143,2354
5144,2354
5145,2354
5146,2354
5147,2354
5148,2354
5149,2355
5150,2355
5151,2355
5152,2355
5153,2355
5154,2355
5155,2355
5156,2355
5157,2355
5158,2355
5159,2355
5160,2355
5161,2355
5162,2355
5163,2355
5164,2355
5165,2355
5166,2355
5167,2355
5168,2355
5169,2355
5170,2355
5171,2356
5172,2357
5173,2358
5174,2359
5175,2360
5176,2361
5177,2362
5178,2363
5179,2363
5180,2364
5181,2365
5182,2366
5183,2367
5184,2368
5185,2369
5186,2370
5187,2371
5188,2372
5189,2373
5190,2373
5191,2374
5192,2374
5193,2375
5194,2376
5195,2377
5196,2377
5197,2378
5198,2379
5199,2380
5200,2380
5201,2381
5202,2382
5203,2383
5204,2384
5205,2385
5206,2386
5207,2386
5208,2386
5209,2386
5210,2386
5211,2386
5212,2386
5213,2386
5214,2386
5215,2386
5216,2386
5217,2386
5218,2386
5219,2386
5220,2386
5221,2387
5222,2388
5223,2389
5224,2389
5225,2389
5226,2389
5227,2389
5228,2389
5229,2389
5230,2389
5231,2389
5232,2389
5233,2389
5234,2390
5235,2391
5236,2392
5237,2392
5238,2392
5239,2393
5240,2394
5241,2395
5242,2396
5243,2397
5244,2398
5245,2399
5246,2400
5247,2401
5248,2402
5249,2403
5250,2404
