,len
2919,1231
2920,1231
2921,1231
2922,1231
2923,1231
2924,1231
2925,1231
2926,1231
2927,1231
2928,1231
2929,1231
2930,1231
2931,1231
2932,1231
2933,1231
2934,1232
2935,1233
2936,1234
2937,1234
2938,1234
2939,1235
2940,1236
2941,1237
2942,1238
2943,1239
2944,1240
2945,1241
2946,1242
2947,1243
2948,1243
2949,1243
2950,1243
2951,1243
2952,1243
2953,1243
2954,1243
2955,1243
2956,1243
2957,1244
2958,1245
2959,1246
2960,1247
2961,1248
2962,1249
2963,1250
2964,1251
2965,1252
2966,1252
2967,1253
2968,1254
2969,1255
2970,1256
2971,1257
2972,1258
2973,1259
2974,1260
2975,1260
2976,1260
2977,1260
2978,1260
2979,1260
2980,1260
2981,1261
2982,1262
2983,1263
2984,1263
2985,1264
2986,1265
2987,1266
2988,1267
2989,1268
2990,1269
2991,1270
2992,1270
2993,1270
2994,1270
2995,1270
2996,1270
2997,1271
2998,1272
2999,1273
3000,1274
3001,1274
3002,1274
3003,1274
3004,1275
3005,1276
3006,1277
3007,1278
3008,1279
3009,1280
3010,1281
3011,1282
3012,1283
3013,1283
3014,1284
3015,1285
3016,1285
3017,1285
3018,1285
3019,1285
3020,1285
3021,1285
3022,1285
3023,1285
3024,1285
3025,1285
3026,1285
3027,1285
3028,1285
3029,1286
3030,1287
3031,1287
3032,1287
3033,1287
3034,1287
3035,1287
3036,1287
3037,1287
3038,1287
3039,1287
3040,1287
3041,1287
3042,1288
3043,1288
3044,1288
3045,1288
3046,1288
3047,1288
3048,1288
3049,1288
3050,1289
3051,1290
3052,1291
3053,1291
3054,1291
3055,1291
3056,1291
3057,1291
3058,1292
3059,1293
3060,1293
3061,1294
3062,1295
3063,1296
3064,1296
3065,1296
3066,1296
3067,1296
3068,1296
3069,1296
3070,1297
3071,1298
3072,1299
3073,1300
3074,1301
3075,1301
3076,1302
3077,1302
3078,1303
3079,1303
3080,1304
3081,1305
3082,1306
3083,1306
3084,1307
3085,1308
3086,1309
3087,1310
3088,1311
3089,1312
3090,1313
3091,1314
3092,1314
3093,1315
3094,1315
3095,1316
3096,1317
3097,1317
3098,1317
3099,1317
3100,1317
3101,1317
3102,1317
3103,1317
3104,1318
3105,1319
3106,1320
3107,1320
3108,1321
3109,1322
3110,1323
3111,1324
3112,1325
3113,1326
3114,1327
3115,1328
3116,1328
3117,1328
3118,1328
3119,1328
3120,1328
3121,1329
3122,1330
3123,1331
3124,1332
3125,1333
3126,1334
3127,1335
3128,1336
3129,1336
3130,1337
3131,1338
3132,1338
3133,1339
3134,1340
3135,1341
3136,1342
3137,1343
3138,1344
3139,1344
3140,1345
3141,1346
3142,1346
3143,1347
3144,1348
3145,1348
3146,1349
3147,1350
3148,1351
3149,1352
3150,1353
3151,1353
3152,1353
3153,1353
3154,1353
3155,1353
3156,1353
3157,1353
3158,1353
3159,1353
3160,1353
3161,1353
3162,1353
3163,1354
3164,1354
3165,1355
3166,1356
3167,1357
3168,1357
3169,1357
3170,1358
3171,1359
3172,1359
3173,1360
3174,1361
3175,1362
3176,1363
3177,1364
3178,1364
3179,1364
3180,1364
3181,1364
3182,1365
3183,1366
3184,1366
3185,1366
3186,1366
3187,1366
3188,1366
3189,1367
3190,1368
3191,1369
3192,1369
3193,1370
3194,1371
3195,1372
3196,1373
3197,1374
3198,1375
3199,1376
3200,1376
3201,1377
3202,1377
3203,1378
3204,1379
3205,1379
3206,1380
3207,1381
3208,1382
3209,1382
3210,1383
3211,1383
3212,1384
3213,1385
3214,1385
3215,1386
3216,1387
3217,1388
3218,1389
3219,1390
3220,1391
3221,1392
3222,1393
3223,1393
3224,1393
3225,1393
3226,1393
3227,1393
3228,1393
3229,1393
3230,1393
3231,1393
3232,1393
3233,1393
3234,1393
3235,1393
3236,1393
3237,1393
3238,1394
3239,1395
3240,1396
3241,1397
3242,1398
3243,1399
3244,1400
3245,1400
3246,1401
3247,1402
3248,1403
3249,1404
3250,1405
3251,1406
3252,1407
3253,1408
3254,1408
3255,1409
3256,1410
3257,1411
3258,1412
3259,1413
3260,1413
3261,1414
3262,1415
3263,1416
3264,1416
3265,1417
3266,1418
3267,1419
3268,1420
3269,1421
3270,1421
3271,1421
3272,1421
3273,1421
3274,1421
3275,1421
3276,1422
3277,1423
3278,1424
3279,1425
3280,1425
3281,1425
3282,1425
3283,1425
3284,1425
3285,1426
3286,1427
3287,1427
3288,1427
3289,1427
3290,1427
3291,1427
3292,1427
3293,1427
3294,1427
3295,1427
3296,1427
3297,1427
3298,1428
3299,1429
3300,1430
3301,1431
3302,1431
3303,1432
3304,1432
3305,1433
3306,1434
3307,1435
3308,1435
3309,1436
3310,1436
3311,1437
3312,1438
3313,1438
3314,1438
3315,1439
3316,1440
3317,1441
3318,1441
3319,1442
3320,1442
3321,1443
3322,1444
3323,1444
3324,1444
3325,1444
3326,1444
3327,1444
3328,1445
3329,1446
3330,1447
3331,1447
3332,1448
3333,1448
3334,1449
3335,1450
3336,1451
3337,1452
3338,1453
3339,1454
3340,1454
3341,1455
3342,1456
3343,1457
3344,1458
3345,1459
3346,1460
3347,1461
3348,1462
3349,1463
3350,1463
3351,1463
3352,1463
3353,1463
3354,1464
3355,1465
3356,1466
3357,1467
3358,1468
3359,1469
3360,1470
3361,1470
3362,1470
3363,1470
3364,1470
3365,1470
3366,1470
3367,1470
3368,1470
3369,1470
3370,1470
3371,1470
3372,1470
3373,1470
3374,1470
3375,1470
3376,1470
3377,1470
3378,1470
3379,1471
3380,1471
3381,1472
3382,1473
3383,1474
3384,1475
3385,1476
3386,1476
3387,1476
3388,1476
3389,1476
3390,1476
3391,1476
3392,1477
3393,1477
3394,1478
3395,1479
3396,1480
3397,1481
3398,1482
3399,1483
3400,1484
3401,1485
3402,1486
3403,1486
3404,1487
3405,1488
3406,1489
3407,1490
3408,1490
3409,1490
3410,1490
3411,1490
3412,1490
3413,1491
3414,1492
3415,1492
3416,1493
3417,1494
3418,1495
3419,1495
3420,1495
3421,1495
3422,1495
3423,1496
3424,1497
3425,1498
3426,1498
3427,1499
3428,1500
3429,1500
3430,1501
3431,1502
3432,1502
3433,1503
3434,1504
3435,1504
3436,1504
3437,1504
3438,1504
3439,1504
3440,1505
3441,1506
3442,1507
3443,1508
3444,1508
3445,1509
3446,1509
3447,1510
3448,1511
3449,1512
3450,1513
3451,1514
3452,1515
3453,1516
3454,1517
3455,1518
3456,1518
3457,1518
3458,1518
3459,1518
3460,1519
3461,1520
3462,1521
3463,1522
3464,1523
3465,1524
3466,1525
3467,1525
3468,1526
3469,1526
3470,1527
3471,1528
3472,1529
3473,1530
3474,1531
3475,1532
3476,1533
3477,1533
3478,1533
3479,1533
3480,1533
3481,1534
3482,1534
3483,1535
3484,1536
3485,1537
3486,1538
3487,1539
3488,1539
3489,1540
3490,1541
3491,1541
3492,1542
3493,1543
3494,1544
3495,1545
3496,1545
3497,1546
3498,1547
3499,1548
3500,1548
3501,1549
3502,1550
3503,1551
3504,1552
3505,1553
3506,1553
3507,1553
3508,1553
3509,1553
3510,1553
3511,1553
3512,1554
3513,1555
3514,1556
3515,1557
3516,1557
3517,1557
3518,1558
3519,1558
3520,1559
3521,1560
3522,1560
3523,1560
3524,1560
3525,1561
3526,1562
3527,1563
3528,1564
3529,1565
3530,1566
3531,1567
3532,1568
3533,1568
3534,1569
3535,1570
3536,1571
3537,1572
3538,1572
3539,1573
3540,1574
3541,1575
3542,1576
3543,1577
3544,1578
3545,1579
3546,1580
3547,1580
3548,1581
3549,1581
3550,1581
3551,1581
3552,1581
3553,1581
3554,1581
3555,1581
3556,1581
3557,1581
3558,1581
3559,1581
3560,1581
3561,1581
3562,1581
3563,1581
3564,1581
3565,1581
3566,1581
3567,1581
3568,1581
3569,1581
3570,1581
3571,1581
3572,1581
3573,1582
3574,1583
3575,1584
3576,1585
3577,1586
3578,1586
3579,1587
3580,1588
3581,1589
3582,1589
3583,1589
3584,1590
3585,1591
3586,1592
3587,1593
3588,1594
3589,1595
3590,1595
3591,1596
3592,1597
3593,1598
3594,1598
3595,1599
3596,1600
3597,1601
3598,1602
3599,1602
3600,1602
3601,1602
3602,1602
3603,1602
3604,1602
3605,1602
3606,1602
3607,1602
3608,1602
3609,1602
3610,1602
3611,1602
3612,1602
3613,1602
3614,1602
3615,1602
3616,1602
3617,1603
3618,1603
3619,1604
3620,1605
3621,1606
3622,1607
3623,1608
3624,1609
3625,1610
3626,1611
3627,1611
3628,1612
3629,1613
3630,1613
3631,1614
3632,1614
3633,1614
3634,1614
3635,1614
3636,1615
3637,1616
3638,1617
3639,1618
3640,1619
3641,1620
3642,1620
3643,1621
3644,1622
3645,1623
3646,1624
3647,1625
3648,1626
3649,1627
3650,1628
3651,1628
3652,1628
3653,1628
3654,1628
3655,1628
3656,1628
3657,1628
3658,1628
3659,1628
3660,1628
3661,1629
3662,1630
3663,1630
3664,1630
3665,1630
3666,1631
3667,1632
3668,1633
3669,1634
3670,1634
3671,1635
3672,1636
3673,1636
3674,1636
3675,1636
3676,1636
3677,1636
3678,1636
3679,1636
3680,1636
3681,1636
3682,1636
3683,1636
3684,1636
3685,1636
3686,1636
3687,1637
3688,1638
3689,1638
3690,1638
3691,1638
3692,1638
3693,1639
3694,1640
3695,1641
3696,1641
3697,1642
3698,1643
3699,1644
3700,1645
3701,1646
3702,1646
3703,1646
3704,1646
3705,1646
3706,1646
3707,1646
3708,1646
3709,1646
3710,1646
3711,1646
3712,1647
3713,1647
3714,1648
3715,1649
3716,1650
3717,1650
3718,1651
3719,1651
3720,1652
3721,1652
3722,1653
3723,1654
3724,1654
3725,1654
3726,1654
3727,1655
3728,1655
3729,1656
3730,1656
3731,1657
3732,1658
3733,1659
3734,1659
3735,1660
3736,1661
3737,1661
3738,1662
3739,1663
3740,1664
3741,1664
3742,1664
3743,1664
3744,1664
3745,1664
3746,1664
3747,1665
3748,1665
3749,1666
3750,1666
3751,1666
3752,1666
3753,1666
3754,1666
3755,1666
3756,1666
3757,1666
3758,1666
3759,1666
3760,1666
3761,1666
3762,1666
3763,1666
3764,1666
3765,1666
3766,1666
3767,1666
3768,1666
3769,1666
3770,1666
3771,1666
3772,1666
3773,1666
3774,1666
3775,1666
3776,1666
3777,1666
3778,1667
3779,1667
3780,1668
3781,1668
3782,1669
3783,1669
3784,1669
3785,1670
3786,1671
3787,1671
3788,1671
3789,1672
3790,1672
3791,1673
3792,1674
3793,1675
3794,1676
3795,1676
3796,1676
3797,1676
3798,1676
3799,1676
3800,1677
3801,1678
3802,1679
3803,1680
3804,1680
3805,1681
3806,1682
3807,1683
3808,1684
3809,1685
3810,1685
3811,1686
3812,1687
3813,1688
3814,1689
3815,1690
3816,1691
3817,1692
3818,1693
3819,1693
3820,1694
3821,1695
3822,1696
3823,1697
3824,1698
3825,1699
3826,1700
3827,1701
3828,1702
3829,1703
3830,1703
3831,1704
3832,1705
3833,1706
3834,1707
3835,1708
3836,1709
3837,1710
3838,1711
3839,1711
3840,1712
3841,1713
3842,1714
3843,1715
3844,1716
3845,1717
3846,1718
3847,1719
3848,1720
3849,1721
3850,1721
3851,1721
3852,1721
3853,1721
3854,1721
3855,1721
3856,1721
3857,1722
3858,1723
3859,1724
3860,1725
3861,1725
3862,1725
3863,1725
3864,1725
3865,1725
3866,1725
3867,1726
3868,1726
3869,1727
3870,1728
3871,1729
3872,1730
3873,1731
3874,1731
3875,1731
3876,1731
3877,1731
3878,1731
3879,1731
3880,1732
3881,1733
3882,1734
3883,1734
3884,1734
3885,1734
3886,1734
3887,1734
3888,1734
3889,1734
3890,1734
3891,1734
3892,1734
3893,1735
3894,1735
3895,1736
3896,1737
3897,1738
3898,1739
3899,1740
3900,1741
3901,1742
3902,1743
3903,1744
3904,1744
3905,1744
3906,1745
3907,1746
3908,1747
3909,1748
3910,1749
3911,1750
3912,1751
3913,1752
3914,1752
3915,1752
3916,1753
3917,1754
3918,1755
3919,1755
3920,1756
3921,1757
3922,1758
3923,1759
3924,1760
3925,1761
3926,1761
3927,1761
3928,1762
3929,1763
3930,1763
3931,1763
3932,1764
3933,1765
3934,1765
3935,1765
3936,1766
3937,1767
3938,1767
3939,1768
3940,1768
3941,1768
3942,1769
3943,1770
3944,1771
3945,1772
3946,1772
3947,1772
3948,1772
3949,1772
3950,1772
3951,1772
3952,1773
3953,1774
3954,1775
3955,1776
3956,1776
3957,1777
3958,1778
3959,1778
3960,1778
3961,1778
3962,1778
3963,1778
3964,1778
3965,1778
3966,1778
3967,1778
3968,1778
3969,1778
3970,1778
3971,1778
3972,1778
3973,1778
3974,1778
3975,1778
3976,1778
3977,1778
3978,1778
3979,1778
3980,1778
3981,1778
3982,1778
3983,1778
3984,1778
3985,1778
3986,1778
3987,1779
3988,1779
3989,1779
3990,1780
3991,1781
3992,1782
3993,1783
3994,1784
3995,1785
3996,1785
3997,1786
3998,1787
3999,1788
4000,1789
4001,1789
4002,1790
4003,1791
4004,1792
4005,1793
4006,1793
4007,1794
4008,1794
4009,1794
4010,1794
4011,1795
4012,1796
4013,1796
4014,1796
4015,1796
4016,1797
4017,1798
4018,1799
4019,1800
4020,1801
4021,1801
4022,1802
4023,1802
4024,1802
4025,1802
4026,1802
4027,1802
4028,1802
4029,1802
4030,1802
4031,1802
4032,1802
4033,1802
4034,1802
4035,1802
4036,1802
4037,1802
4038,1802
4039,1802
4040,1803
4041,1804
4042,1805
4043,1805
4044,1806
4045,1807
4046,1808
4047,1809
4048,1810
4049,1811
4050,1812
4051,1812
4052,1812
4053,1812
4054,1812
4055,1812
4056,1812
4057,1812
4058,1812
4059,1813
4060,1813
4061,1813
4062,1813
4063,1813
4064,1813
4065,1813
4066,1813
4067,1813
4068,1814
4069,1814
4070,1815
4071,1816
4072,1816
4073,1817
4074,1818
4075,1819
4076,1820
4077,1820
4078,1820
4079,1820
4080,1820
4081,1820
4082,1820
4083,1821
4084,1822
4085,1822
4086,1823
4087,1823
4088,1824
4089,1825
4090,1826
4091,1826
4092,1827
4093,1828
4094,1829
4095,1830
4096,1831
4097,1832
4098,1833
4099,1833
4100,1833
4101,1834
4102,1835
4103,1836
4104,1837
4105,1838
4106,1839
4107,1840
4108,1841
4109,1841
4110,1842
4111,1843
4112,1844
4113,1845
4114,1846
4115,1847
4116,1848
4117,1849
4118,1849
4119,1850
4120,1850
4121,1851
4122,1852
4123,1852
4124,1853
4125,1854
4126,1855
4127,1856
4128,1857
4129,1858
4130,1858
4131,1859
4132,1860
4133,1860
4134,1860
4135,1860
4136,1860
4137,1860
4138,1860
4139,1860
4140,1860
4141,1860
4142,1860
4143,1860
4144,1860
4145,1860
4146,1860
4147,1861
4148,1862
4149,1863
4150,1864
4151,1865
4152,1866
4153,1866
4154,1866
4155,1866
4156,1866
4157,1866
4158,1866
4159,1866
4160,1866
4161,1866
4162,1866
4163,1866
4164,1866
4165,1866
4166,1866
4167,1866
4168,1866
4169,1866
4170,1866
4171,1866
4172,1866
4173,1867
4174,1868
4175,1868
4176,1869
4177,1870
4178,1871
4179,1872
4180,1873
4181,1873
4182,1874
4183,1874
4184,1874
4185,1875
4186,1876
4187,1876
4188,1876
4189,1876
4190,1877
4191,1878
4192,1879
4193,1880
4194,1880
4195,1880
4196,1880
4197,1880
4198,1881
4199,1881
4200,1881
4201,1881
4202,1881
4203,1881
4204,1881
4205,1881
4206,1881
4207,1881
4208,1881
4209,1881
4210,1881
4211,1882
4212,1882
4213,1882
4214,1882
4215,1882
4216,1883
4217,1883
4218,1884
4219,1885
4220,1885
4221,1885
4222,1886
4223,1886
4224,1887
4225,1887
4226,1887
4227,1887
4228,1887
4229,1888
4230,1889
4231,1890
4232,1890
4233,1891
4234,1891
4235,1892
4236,1893
4237,1894
4238,1895
4239,1896
4240,1896
4241,1896
4242,1896
4243,1896
4244,1896
4245,1896
4246,1896
4247,1896
4248,1896
4249,1896
4250,1896
4251,1896
4252,1896
4253,1897
4254,1897
4255,1898
4256,1899
4257,1899
4258,1899
4259,1900
4260,1901
4261,1901
4262,1901
4263,1901
4264,1901
4265,1901
4266,1901
4267,1901
4268,1901
4269,1901
4270,1901
4271,1901
4272,1901
4273,1901
4274,1902
4275,1902
4276,1903
4277,1903
4278,1903
4279,1904
4280,1904
4281,1904
4282,1904
4283,1905
4284,1906
4285,1907
4286,1907
4287,1908
4288,1909
4289,1909
4290,1910
4291,1911
4292,1912
4293,1913
4294,1914
4295,1914
4296,1914
4297,1914
4298,1914
4299,1914
4300,1914
4301,1914
4302,1914
4303,1914
4304,1914
4305,1914
4306,1914
4307,1914
4308,1914
4309,1914
4310,1914
4311,1914
4312,1914
4313,1914
4314,1914
4315,1914
4316,1914
4317,1915
4318,1916
4319,1917
4320,1918
4321,1918
4322,1918
4323,1918
4324,1918
4325,1919
4326,1919
4327,1920
4328,1921
4329,1922
4330,1922
4331,1922
4332,1922
4333,1922
4334,1922
4335,1922
4336,1922
4337,1923
4338,1924
4339,1924
4340,1925
4341,1925
4342,1926
4343,1927
4344,1928
4345,1928
4346,1928
4347,1928
4348,1928
4349,1929
4350,1930
4351,1931
4352,1932
4353,1932
4354,1932
4355,1932
4356,1932
4357,1932
4358,1932
4359,1932
4360,1932
4361,1932
4362,1932
4363,1932
4364,1932
4365,1932
4366,1932
4367,1932
4368,1932
4369,1932
4370,1932
4371,1932
4372,1932
4373,1932
4374,1932
4375,1932
4376,1932
4377,1932
4378,1932
4379,1932
4380,1932
4381,1932
4382,1932
4383,1932
4384,1932
4385,1932
4386,1933
4387,1934
4388,1935
4389,1936
4390,1936
4391,1936
4392,1936
4393,1936
4394,1937
4395,1937
4396,1937
4397,1938
4398,1938
4399,1939
4400,1939
4401,1940
4402,1941
4403,1941
4404,1941
4405,1942
4406,1943
4407,1944
4408,1944
4409,1944
4410,1944
4411,1944
4412,1944
4413,1945
4414,1946
4415,1946
4416,1946
4417,1946
4418,1946
4419,1946
4420,1946
4421,1946
4422,1947
4423,1948
4424,1949
4425,1950
4426,1951
4427,1951
4428,1952
4429,1953
4430,1954
4431,1955
4432,1956
4433,1957
4434,1958
4435,1959
4436,1959
4437,1960
4438,1960
4439,1960
4440,1961
4441,1961
4442,1961
4443,1961
4444,1962
4445,1963
4446,1963
4447,1963
4448,1963
4449,1963
4450,1964
4451,1965
4452,1966
4453,1967
4454,1967
4455,1967
4456,1967
4457,1967
4458,1967
4459,1967
4460,1968
4461,1969
4462,1970
4463,1971
4464,1971
4465,1971
4466,1971
4467,1971
4468,1971
4469,1972
4470,1973
4471,1974
4472,1975
4473,1976
4474,1977
4475,1978
4476,1979
4477,1980
4478,1981
4479,1981
4480,1982
4481,1982
4482,1983
4483,1984
4484,1984
4485,1984
4486,1984
4487,1985
4488,1986
4489,1987
4490,1988
4491,1989
4492,1989
4493,1989
4494,1989
4495,1989
4496,1989
4497,1990
4498,1991
4499,1991
4500,1992
4501,1993
4502,1994
4503,1995
4504,1995
4505,1996
4506,1997
4507,1997
4508,1997
4509,1997
4510,1997
4511,1997
4512,1998
4513,1999
4514,2000
4515,2000
4516,2000
4517,2000
4518,2000
4519,2000
4520,2000
4521,2000
4522,2000
4523,2000
4524,2000
4525,2000
4526,2000
4527,2000
4528,2000
4529,2001
4530,2002
4531,2002
4532,2002
4533,2003
4534,2003
4535,2003
4536,2003
4537,2003
4538,2004
4539,2005
4540,2006
4541,2007
4542,2008
4543,2009
4544,2010
4545,2011
4546,2012
4547,2013
4548,2014
4549,2014
4550,2015
4551,2016
4552,2017
4553,2018
4554,2019
4555,2020
4556,2021
4557,2022
4558,2023
4559,2024
4560,2024
4561,2025
4562,2026
4563,2027
4564,2028
4565,2028
4566,2028
4567,2028
4568,2028
4569,2028
4570,2028
4571,2028
4572,2028
4573,2028
4574,2028
4575,2029
4576,2030
4577,2031
4578,2032
4579,2032
4580,2033
4581,2034
4582,2035
4583,2036
4584,2037
4585,2037
4586,2038
4587,2039
4588,2040
4589,2041
4590,2041
4591,2042
4592,2043
4593,2044
4594,2045
4595,2046
4596,2047
4597,2047
4598,2048
4599,2048
4600,2048
4601,2049
4602,2050
4603,2051
4604,2052
4605,2053
4606,2054
4607,2055
4608,2056
4609,2056
4610,2056
4611,2056
4612,2056
4613,2056
4614,2056
4615,2057
4616,2058
4617,2058
4618,2059
4619,2060
4620,2060
4621,2060
4622,2060
4623,2060
4624,2060
4625,2061
4626,2062
4627,2062
4628,2062
4629,2063
4630,2064
4631,2065
4632,2066
4633,2067
4634,2068
4635,2069
4636,2070
4637,2070
4638,2071
4639,2072
4640,2073
4641,2074
4642,2075
4643,2076
4644,2077
4645,2077
4646,2078
4647,2079
4648,2080
4649,2081
4650,2082
4651,2083
4652,2084
4653,2085
4654,2086
4655,2087
4656,2088
4657,2089
4658,2089
4659,2089
4660,2089
4661,2089
4662,2089
4663,2089
4664,2089
4665,2089
4666,2089
4667,2089
4668,2089
4669,2089
4670,2089
4671,2089
4672,2089
4673,2089
4674,2089
4675,2089
4676,2089
4677,2089
4678,2089
4679,2089
4680,2090
4681,2090
4682,2091
4683,2091
4684,2091
4685,2092
4686,2093
4687,2094
4688,2095
4689,2096
4690,2097
4691,2098
4692,2098
4693,2099
4694,2100
4695,2101
4696,2102
4697,2103
4698,2104
4699,2105
4700,2106
4701,2107
4702,2108
4703,2109
4704,2109
4705,2109
4706,2109
4707,2109
4708,2109
4709,2109
4710,2109
4711,2109
4712,2109
4713,2110
4714,2111
4715,2111
4716,2111
4717,2111
4718,2111
4719,2112
4720,2113
4721,2114
4722,2115
4723,2115
4724,2116
4725,2117
4726,2118
4727,2119
4728,2120
4729,2120
4730,2121
4731,2121
4732,2122
4733,2123
4734,2124
4735,2125
4736,2126
4737,2126
4738,2126
4739,2126
4740,2126
4741,2126
4742,2126
4743,2127
4744,2128
4745,2129
4746,2130
4747,2130
4748,2130
4749,2130
4750,2130
4751,2130
4752,2130
4753,2130
4754,2130
4755,2130
4756,2131
4757,2132
4758,2133
4759,2133
4760,2133
4761,2133
4762,2133
4763,2133
4764,2134
4765,2135
4766,2136
4767,2137
4768,2138
4769,2139
4770,2139
4771,2139
4772,2139
4773,2140
4774,2140
4775,2141
4776,2141
4777,2141
4778,2141
4779,2141
4780,2142
4781,2143
4782,2143
4783,2143
4784,2143
4785,2143
4786,2143
4787,2143
4788,2143
4789,2144
4790,2145
4791,2146
4792,2146
4793,2147
4794,2148
4795,2149
4796,2150
4797,2150
4798,2151
4799,2152
4800,2153
4801,2154
4802,2155
4803,2156
4804,2156
4805,2157
4806,2158
4807,2158
4808,2158
4809,2158
4810,2159
4811,2160
4812,2161
4813,2162
4814,2163
4815,2164
4816,2164
4817,2165
4818,2166
4819,2167
4820,2168
4821,2169
4822,2170
4823,2171
4824,2172
4825,2173
4826,2173
4827,2173
4828,2173
4829,2173
4830,2173
4831,2173
4832,2173
4833,2173
4834,2173
4835,2173
4836,2173
4837,2173
4838,2174
4839,2175
4840,2176
4841,2176
4842,2177
4843,2178
4844,2179
4845,2180
4846,2181
4847,2182
4848,2182
4849,2183
4850,2184
4851,2185
4852,2186
4853,2187
4854,2188
4855,2189
4856,2190
4857,2190
4858,2191
4859,2192
4860,2193
4861,2194
4862,2195
4863,2196
4864,2197
4865,2198
4866,2199
4867,2199
4868,2200
4869,2201
4870,2202
4871,2203
4872,2204
4873,2205
4874,2206
4875,2207
4876,2208
4877,2208
4878,2209
4879,2210
4880,2211
4881,2212
4882,2213
4883,2214
4884,2215
4885,2216
4886,2217
4887,2217
4888,2218
4889,2218
4890,2218
4891,2218
4892,2219
4893,2219
4894,2220
4895,2221
4896,2222
4897,2223
4898,2223
4899,2223
4900,2223
4901,2223
4902,2224
4903,2225
4904,2226
4905,2227
4906,2228
4907,2229
4908,2230
4909,2231
4910,2231
4911,2232
4912,2233
4913,2234
4914,2234
4915,2235
4916,2236
4917,2236
4918,2236
4919,2236
4920,2237
4921,2238
4922,2239
4923,2240
4924,2241
4925,2242
4926,2242
4927,2242
4928,2242
4929,2242
4930,2242
4931,2242
4932,2243
4933,2244
4934,2245
4935,2245
4936,2246
4937,2247
4938,2248
4939,2248
4940,2249
4941,2250
4942,2251
4943,2251
4944,2251
4945,2252
4946,2253
4947,2254
4948,2254
4949,2254
4950,2254
4951,2254
4952,2255
4953,2256
4954,2257
4955,2258
4956,2259
4957,2260
4958,2261
4959,2261
4960,2262
4961,2263
4962,2264
4963,2265
4964,2266
4965,2267
4966,2268
4967,2269
4968,2269
4969,2270
4970,2271
4971,2272
4972,2273
4973,2273
4974,2274
4975,2275
4976,2276
4977,2277
4978,2278
4979,2279
4980,2279
4981,2280
4982,2281
4983,2282
4984,2283
4985,2284
4986,2284
4987,2285
4988,2286
4989,2287
4990,2288
4991,2289
4992,2290
4993,2291
4994,2291
4995,2292
4996,2293
4997,2294
4998,2295
4999,2296
5000,2297
5001,2297
5002,2297
5003,2297
5004,2297
5005,2297
5006,2298
5007,2299
5008,2300
5009,2301
5010,2302
5011,2302
5012,2303
5013,2304
5014,2305
5015,2306
5016,2307
5017,2308
5018,2309
5019,2309
5020,2309
5021,2309
5022,2310
5023,2311
5024,2312
5025,2313
5026,2314
5027,2315
5028,2315
5029,2316
5030,2316
5031,2316
5032,2317
5033,2318
5034,2319
5035,2320
5036,2321
5037,2322
5038,2322
5039,2323
5040,2323
5041,2324
5042,2325
5043,2326
5044,2327
5045,2328
5046,2329
5047,2330
5048,2330
5049,2331
5050,2332
5051,2333
5052,2334
5053,2335
5054,2336
5055,2337
5056,2338
5057,2339
5058,2339
5059,2340
5060,2341
5061,2342
5062,2342
5063,2342
5064,2342
5065,2342
5066,2343
5067,2344
5068,2345
5069,2346
5070,2347
5071,2348
5072,2349
5073,2350
5074,2350
5075,2351
5076,2352
5077,2353
5078,2354
5079,2355
5080,2356
5081,2357
5082,2358
5083,2359
5084,2360
5085,2361
5086,2361
5087,2362
5088,2363
5089,2364
5090,2365
5091,2365
5092,2366
5093,2367
5094,2367
5095,2367
5096,2368
5097,2369
5098,2370
5099,2371
5100,2372
5101,2373
5102,2374
5103,2375
5104,2376
5105,2377
5106,2378
5107,2378
5108,2378
5109,2378
5110,2378
5111,2378
5112,2378
5113,2378
5114,2378
5115,2378
5116,2378
5117,2378
5118,2378
5119,2378
5120,2378
5121,2378
5122,2378
5123,2378
5124,2378
5125,2378
5126,2378
5127,2379
5128,2379
5129,2379
5130,2379
5131,2379
5132,2379
5133,2379
5134,2379
5135,2379
5136,2379
5137,2379
5138,2379
5139,2379
5140,2379
5141,2379
5142,2379
5143,2379
5144,2379
5145,2379
5146,2379
5147,2379
5148,2379
5149,2380
5150,2380
5151,2380
5152,2380
5153,2380
5154,2380
5155,2380
5156,2380
5157,2380
5158,2380
5159,2380
5160,2380
5161,2380
5162,2380
5163,2380
5164,2380
5165,2380
5166,2380
5167,2380
5168,2380
5169,2380
5170,2380
5171,2381
5172,2382
5173,2383
5174,2384
5175,2385
5176,2386
5177,2387
5178,2388
5179,2388
5180,2389
5181,2390
5182,2391
5183,2392
5184,2393
5185,2394
5186,2395
5187,2396
5188,2397
5189,2398
5190,2398
5191,2399
5192,2399
5193,2400
5194,2401
5195,2402
5196,2402
5197,2403
5198,2404
5199,2405
5200,2405
5201,2406
5202,2407
5203,2408
5204,2409
5205,2410
5206,2411
5207,2411
5208,2411
5209,2411
5210,2411
5211,2411
5212,2411
5213,2411
5214,2411
5215,2411
5216,2411
5217,2411
5218,2411
5219,2411
5220,2411
5221,2412
5222,2413
5223,2414
5224,2414
5225,2414
5226,2414
5227,2414
5228,2414
5229,2414
5230,2414
5231,2414
5232,2414
5233,2414
5234,2415
5235,2416
5236,2417
5237,2417
5238,2417
5239,2418
5240,2419
5241,2420
5242,2421
5243,2422
5244,2423
5245,2424
5246,2425
5247,2426
5248,2427
5249,2428
5250,2429
